data_size,bytes_received,send_time,bandwidth,packet_size,window_size,loss,timeout
12813.0,12813.0,0.02527022361755371,0.4835504901359549,1000,5,0.0,1
12813.0,12813.0,0.13715910911560059,0.08908944578966672,1000,1,0.0,5
12813.0,12813.0,0.025813579559326172,0.4733721252424494,1000,5,0.0,5
12813.0,12813.0,0.027213335037231445,0.44902357610324073,1000,10,0.0,5
12813.0,12813.0,0.015598773956298828,0.7833582979243726,1000,20,0.0,5
12813.0,12813.0,0.11186385154724121,0.10923483187017653,1000,1,0.0,10
12813.0,12813.0,0.025848388671875,0.4727346517119244,1000,5,0.0,10
12813.0,12813.0,0.018524646759033203,0.6596308785296919,1000,10,0.0,10
12813.0,12813.0,0.0118865966796875,1.0280006418485237,1000,20,0.0,10
12813.0,12813.0,0.11082196235656738,0.11026179970354179,1000,1,0.0,20
12813.0,12813.0,0.06503486633300781,0.1878904302431299,1000,5,0.0,20
12813.0,12813.0,0.05709719657897949,0.21401101539566483,1000,10,0.0,20
12813.0,12813.0,0.013244390487670898,0.9226116541556407,1000,20,0.0,20
12813.0,12813.0,0.11374497413635254,0.10742829833927572,1000,1,0.0,50
12813.0,12813.0,0.02614426612854004,0.4673846630858039,1000,5,0.0,50
12813.0,12813.0,0.020539283752441406,0.5949296559409388,1000,10,0.0,50
12813.0,12813.0,0.016006946563720703,0.7633828830170694,1000,20,0.0,50
12813.0,12813.0,0.11726617813110352,0.10420250076242757,1000,1,0.0,100
12813.0,12813.0,0.1408250331878662,0.08677029033475941,1000,5,0.0,100
12813.0,12813.0,0.021948575973510742,0.5567299232014252,1000,10,0.0,100
12813.0,12813.0,0.01633477210998535,0.7480624115131435,1000,20,0.0,100
12813.0,12813.0,0.10610175132751465,0.11516708125198023,1000,1,0.0,200
12813.0,12813.0,0.02456045150756836,0.4975246083056672,1000,5,0.0,200
12813.0,12813.0,0.2356584072113037,0.05185229400772746,1000,10,0.0,200
12813.0,12813.0,0.227067232131958,0.053814145270472465,1000,20,0.0,200
12813.0,12813.0,0.12092375755310059,0.1010506889909324,1000,1,0.0,500
12813.0,12813.0,0.02165365219116211,0.5643126114817996,1000,5,0.0,500
12813.0,12813.0,0.02076554298400879,0.5884473632846137,1000,10,0.0,500
12813.0,12813.0,0.014747381210327148,0.8285829763155768,1000,20,0.0,500
12813.0,12813.0,0.09196805953979492,0.1328660088867689,1000,1,0.0,1000
12813.0,12813.0,1.0862507820129395,0.011249178567650248,1000,5,0.0,1000
12813.0,12813.0,1.0384211540222168,0.011767315186889817,1000,10,0.0,1000
12813.0,12813.0,1.0246472358703613,0.011925498443114219,1000,20,0.0,1000
12813.0,12813.0,0.12621164321899414,0.0968169711166103,2000,1,0.0,5
12813.0,12813.0,0.07393527030944824,0.16527198676585825,2000,5,0.0,5
12813.0,12813.0,0.012488126754760742,0.9784837434849845,2000,10,0.0,5
12813.0,12813.0,0.01714181900024414,0.7128431945255779,2000,20,0.0,5
12813.0,12813.0,0.06615710258483887,0.18470320704331436,2000,1,0.0,10
12813.0,12813.0,0.03909873962402344,0.31252744036294455,2000,5,0.0,10
12813.0,12813.0,0.016501426696777344,0.7405074264578397,2000,10,0.0,10
12813.0,12813.0,0.011315584182739258,1.0798761088051243,2000,20,0.0,10
12813.0,12813.0,0.06589722633361816,0.18543161368052014,2000,1,0.0,20
12813.0,12813.0,0.04745936393737793,0.2574714029508839,2000,5,0.0,20
12813.0,12813.0,0.03885245323181152,0.3145085573671905,2000,10,0.0,20
12813.0,12813.0,0.01410365104675293,0.8664018257121122,2000,20,0.0,20
12813.0,12813.0,0.06302785873413086,0.19387345947540835,2000,1,0.0,50
12813.0,12813.0,0.018680095672607422,0.6541416719846841,2000,5,0.0,50
12813.0,12813.0,0.06570839881896973,0.1859644921462549,2000,10,0.0,50
12813.0,12813.0,0.011827230453491211,1.0331606426512387,2000,20,0.0,50
12813.0,12813.0,0.06006741523742676,0.2034285805009903,2000,1,0.0,100
12813.0,12813.0,0.018863439559936523,0.6477837181966405,2000,5,0.0,100
12813.0,12813.0,0.011449813842773438,1.067216391804098,2000,10,0.0,100
12813.0,12813.0,0.012411832809448242,0.984498357632686,2000,20,0.0,100
12813.0,12813.0,0.0679616928100586,0.17979877355710536,2000,1,0.0,200
12813.0,12813.0,0.01943683624267578,0.6286737647809234,2000,5,0.0,200
12813.0,12813.0,0.18429780006408691,0.06630263091509585,2000,10,0.0,200
12813.0,12813.0,0.03135323524475098,0.38973423063761836,2000,20,0.0,200
12813.0,12813.0,0.06809043884277344,0.17945880836998235,2000,1,0.0,500
12813.0,12813.0,0.535362958908081,0.022824569411817097,2000,5,0.0,500
12813.0,12813.0,0.5261340141296387,0.02322493640014392,2000,10,0.0,500
12813.0,12813.0,0.012067794799804688,1.012565196775723,2000,20,0.0,500
12813.0,12813.0,0.08251094818115234,0.14809463817196222,2000,1,0.0,1000
12813.0,12813.0,0.017998695373535156,0.6789063741853442,2000,5,0.0,1000
12813.0,12813.0,0.0364832878112793,0.33493223196664534,2000,10,0.0,1000
